""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"278"	"Tight junction"	80	0.40641	0.19404	0.65758	-0.40641	0.80596	1	-29.21	0.7546	0.99992	42	-20.164	0.47996	0.78323	38	-21.183	0.8355	0.99976
"279"	"Toll-like receptor signaling pathway"	29	-0.46711	0.78996	0.99933	0.46711	0.21004	0.93786	-20.251	0.85423	0.99992	11	-11.785	0.67762	0.87557	18	-16.492	0.87229	0.99976
"280"	"Toxoplasmosis"	41	-0.69808	0.90397	1	0.69808	0.096026	0.7649	-19.124	0.45892	0.82824	13	-9.6838	0.33447	0.70792	28	-16.543	0.65681	0.99976
"281"	"Transcriptional misregulation in cancer"	23	0.74457	0.071384	0.40319	-0.74457	0.92862	1	-25.857	0.9989	0.99992	19	-24.547	0.99895	0.99895	4	-8.5051	0.77715	0.99976
"282"	"Tryptophan metabolism"	21	1.1857	0.0085948	0.13107	-1.1857	0.99141	1	-6.4272	0.018948	0.23868	13	-2.9707	0.010304	0.20688	8	-6.6263	0.33585	0.88939
"283"	"Tuberculosis"	54	-0.37131	0.76577	0.99213	0.37131	0.23423	0.93786	-21.617	0.42456	0.79204	24	-16.306	0.62219	0.85156	30	-14.419	0.35123	0.89792
"284"	"Type I diabetes mellitus"	5	0.27183	0.27181	0.77479	-0.27183	0.72819	1	-7.9401	0.62727	0.98112	3	-5.1535	0.4734	0.77929	2	-6.2426	0.74938	0.99976
"285"	"Type II diabetes mellitus"	18	0.1347	0.38428	0.85764	-0.1347	0.61572	1	-14.502	0.68936	0.99733	6	-3.8249	0.14085	0.48592	12	-15.056	0.91782	0.99976
"286"	"Tyrosine metabolism"	13	0.2682	0.28284	0.78424	-0.2682	0.71716	1	-4.8186	0.042902	0.29493	5	-0.57216	0.032219	0.30868	8	-5.6902	0.24784	0.82623
"287"	"Ubiquinone and other terpenoid-quinone biosynthesis"	6	0.36246	0.23421	0.72893	-0.36246	0.76579	1	-8.6212	0.6171	0.97019	5	-8.3529	0.64987	0.87296	1	-2.4397	0.45171	0.93776
"288"	"Ubiquitin mediated proteolysis"	51	-0.29374	0.71552	0.99213	0.29374	0.28448	0.97306	-25.176	0.8496	0.99992	21	-14.956	0.56015	0.80193	30	-20.312	0.90362	0.99976
"289"	"VEGF signaling pathway"	28	-0.36187	0.7407	0.99213	0.36187	0.2593	0.94152	-14.922	0.37918	0.73662	16	-14.436	0.68973	0.87557	12	-6.1238	0.12669	0.67723
"290"	"Valine, leucine and isoleucine degradation"	41	2.288	3.1912e-06	0.00048665	-2.288	1	1	-8.2478	0.00081017	0.05837	31	-3.8719	4.3737e-05	0.01299	10	-9.8834	0.57252	0.99976
"291"	"Vascular smooth muscle contraction"	40	0.41053	0.20094	0.66142	-0.41053	0.79906	1	-14.527	0.089314	0.40403	23	-11.823	0.18049	0.53531	17	-8.5313	0.16361	0.75009
"292"	"Vasopressin-regulated water reabsorption"	22	-0.69634	0.92166	1	0.69634	0.078343	0.75043	-7.1433	0.027355	0.25283	6	-3.4863	0.12139	0.45182	16	-6.2414	0.063273	0.5104
"293"	"Vibrio cholerae infection"	21	-0.5734	0.86892	1	0.5734	0.13108	0.81592	-10.187	0.15397	0.4696	10	-12.515	0.75238	0.89742	11	-2.1433	0.014027	0.3746
"294"	"Viral carcinogenesis"	66	0.14908	0.37512	0.85764	-0.14908	0.62488	1	-24.653	0.50809	0.87553	38	-20.633	0.65358	0.87296	28	-13.814	0.34812	0.89777
"295"	"Viral myocarditis"	25	0.71271	0.071218	0.40319	-0.71271	0.92878	1	-12.035	0.20117	0.53123	14	-7.2867	0.11031	0.44453	11	-9.9235	0.54366	0.99976
"296"	"Vitamin B6 metabolism"	3	0.090348	0.45737	0.88954	-0.090348	0.54263	1	-1.0521	0.10246	0.41059	2	-1.0252	0.17368	0.53531	1	-0.37244	0.23971	0.81004
"297"	"Vitamin digestion and absorption"	5	0.73053	0.067678	0.39696	-0.73053	0.93232	1	-4.5295	0.27086	0.61304	3	-0.43374	0.078848	0.39947	2	-6.6306	0.78322	0.99976
"298"	"Wnt signaling pathway"	37	-0.15985	0.61484	0.9667	0.15985	0.38516	1	-17.865	0.44385	0.81551	16	-11.829	0.41272	0.73853	21	-13.388	0.52652	0.98598
"299"	"alpha-Linolenic acid metabolism"	4	-0.11439	0.57743	0.93559	0.11439	0.42257	1	-9.5634	0.83567	0.99992	0				4	-9.5634	0.85683	0.99976
"300"	"beta-Alanine metabolism"	18	1.6101	0.00063821	0.021628	-1.6101	0.99936	1	-6.3552	0.034632	0.27084	12	-2.4114	0.0078503	0.20688	6	-7.5973	0.56092	0.99976
"301"	"cAMP signaling pathway"	56	0.33284	0.25398	0.76187	-0.33284	0.74602	1	-18.347	0.10776	0.41059	30	-14.296	0.22262	0.57298	26	-11.57	0.17609	0.76131
"302"	"cGMP-PKG signaling pathway"	56	0.51508	0.14908	0.5932	-0.51508	0.85092	1	-13.856	0.005473	0.13947	30	-10.693	0.039182	0.3246	26	-8.8487	0.041155	0.47053
"303"	"mRNA surveillance pathway"	43	0.56688	0.126	0.54506	-0.56688	0.874	1	-22.438	0.78024	0.99992	23	-16.353	0.64188	0.86653	20	-15.364	0.76385	0.99976
"304"	"mTOR signaling pathway"	59	-1.2503	0.9954	1	1.2503	0.0045954	0.12742	-24.019	0.59309	0.9622	22	-18.409	0.83634	0.95437	37	-16.135	0.32603	0.87939
"305"	"p53 signaling pathway"	11	-0.0085678	0.51503	0.89097	0.0085678	0.48497	1	-13.99	0.86995	0.99992	6	-8.4667	0.57091	0.80743	5	-11.476	0.94135	0.99976
