""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"280"	"Toxoplasmosis"	41	1.4127	0.36077	1	-1.4127	0.63923	0.84037	-14.144	0.43675	0.92506	22	-5.6952	0.1564	0.78225	19	-14.648	0.81192	0.99965
"281"	"Transcriptional misregulation in cancer"	23	0.61415	0.54742	1	-0.61415	0.45258	0.69715	-26.26	0.99992	0.99992	11	-14.918	0.97241	0.99826	12	-22.072	0.99965	0.99965
"282"	"Tryptophan metabolism"	21	6.2333	6.4417e-07	1.228e-05	-6.2333	1	1	-0.71988	0.0071488	0.10383	19	-0.87356	0.022711	0.31553	2	0.35981	0.15496	0.80097
"283"	"Tuberculosis"	54	-0.62122	0.94533	1	0.62122	0.054668	0.1985	-16.397	0.43675	0.92506	22	-8.7738	0.39762	0.96519	32	-14.025	0.45924	0.94677
"284"	"Type I diabetes mellitus"	5	1.3117	0.22406	1	-1.3117	0.77594	0.95814	-6.8378	0.64244	0.99992	4	-7.3662	0.77818	0.99826	1	-0.55719	0.31666	0.85849
"285"	"Type II diabetes mellitus"	18	0.85004	0.45449	1	-0.85004	0.54551	0.75106	-13.628	0.81363	0.99992	9	-5.2649	0.39517	0.96519	9	-14.008	0.94415	0.99965
"286"	"Tyrosine metabolism"	13	3.7856	0.0033483	0.034041	-3.7856	0.99665	1	-0.37731	0.022626	0.24346	11	1.9904	0.01669	0.24868	2	-5.6299	0.70554	0.99965
"287"	"Ubiquinone and other terpenoid-quinone biosynthesis"	6	4.3289	0.00031545	0.0038485	-4.3289	0.99968	1	-2.7716	0.23222	0.73778	5	0.63524	0.097893	0.65833	1	-8.2095	0.92488	0.99965
"288"	"Ubiquitin mediated proteolysis"	51	-2.4317	0.99907	1	2.4317	0.00092889	0.014166	-21.962	0.91195	0.99992	11	-12.396	0.90562	0.99826	40	-18.298	0.69019	0.99965
"289"	"VEGF signaling pathway"	28	-2.2281	0.99646	1	2.2281	0.0035362	0.037191	-11.098	0.40404	0.91365	9	-8.4128	0.68619	0.99826	19	-7.6818	0.18429	0.82756
"290"	"Valine, leucine and isoleucine degradation"	41	13.566	0	0	-13.566	1	1	7.3112	7.5765e-08	2.8885e-06	38	8.8435	9.8407e-08	3.2584e-06	3	-4.446	0.50224	0.94831
"291"	"Vascular smooth muscle contraction"	40	-0.83419	0.94872	1	0.83419	0.051284	0.1931	-11.327	0.20343	0.70507	17	-8.5682	0.50278	0.97958	23	-7.5707	0.11236	0.79773
"292"	"Vasopressin-regulated water reabsorption"	22	-0.79344	0.90316	1	0.79344	0.096837	0.28699	-6.0102	0.11401	0.61003	10	-6.1783	0.44369	0.96519	12	-2.4978	0.054963	0.61297
"293"	"Vibrio cholerae infection"	21	0.43137	0.59963	1	-0.43137	0.40037	0.64841	-7.544	0.2208	0.72413	11	-5.0493	0.32875	0.92212	10	-5.6366	0.28749	0.85849
"294"	"Viral carcinogenesis"	66	-2.2776	0.9993	1	2.2776	0.00069775	0.011201	-18.983	0.52601	0.99992	21	-8.913	0.43803	0.96519	45	-16.9	0.45768	0.94677
"295"	"Viral myocarditis"	25	0.013094	0.76115	1	-0.013094	0.23885	0.48502	-7.6658	0.1563	0.64909	11	-6.3796	0.45021	0.96519	14	-4.589	0.095556	0.78638
"296"	"Vitamin B6 metabolism"	3	-0.27456	0.69413	1	0.27456	0.30587	0.55202	-0.35894	0.18744	0.69718	2	-0.98534	0.32133	0.9174	1	0.77177	0.20904	0.82756
"297"	"Vitamin digestion and absorption"	5	0.12294	0.59404	1	-0.12294	0.40596	0.65167	-4.1772	0.38321	0.9053	2	-0.21486	0.25693	0.88478	3	-5.2173	0.58009	0.97431
"298"	"Wnt signaling pathway"	37	-3.5792	0.99995	1	3.5792	4.8487e-05	0.0018486	-12.832	0.38587	0.9053	9	-5.9843	0.46245	0.96757	28	-11.358	0.27094	0.85849
"299"	"alpha-Linolenic acid metabolism"	4	0.79905	0.3465	1	-0.79905	0.6535	0.85544	-7.4804	0.7638	0.99992	2	-4.5437	0.65846	0.99826	2	-6.0351	0.74075	0.99965
"300"	"beta-Alanine metabolism"	18	4.2369	0.0015864	0.01728	-4.2369	0.99841	1	-1.2301	0.016849	0.20556	14	-1.9036	0.08389	0.641	4	0.95201	0.063953	0.63733
"301"	"cAMP signaling pathway"	56	-2.1763	0.99787	1	2.1763	0.0021293	0.024979	-14.822	0.28555	0.80643	22	-7.5558	0.28904	0.88798	34	-12.944	0.30712	0.85849
"302"	"cGMP-PKG signaling pathway"	56	-0.097614	0.8683	1	0.097614	0.1317	0.35671	-8.6601	0.019743	0.22697	28	-4.7166	0.059317	0.50233	28	-7.5307	0.054979	0.61297
"303"	"mRNA surveillance pathway"	43	-2.315	0.99791	1	2.315	0.0020877	0.024979	-19.118	0.83809	0.99992	11	-6.0055	0.41503	0.96519	32	-18.64	0.85579	0.99965
"304"	"mTOR signaling pathway"	59	-1.0263	0.97466	1	1.0263	0.025337	0.13558	-19.533	0.68253	0.99992	25	-10.398	0.5011	0.97958	34	-16.815	0.67303	0.99965
"305"	"p53 signaling pathway"	11	0.53071	0.49823	1	-0.53071	0.50177	0.72531	-13.133	0.90241	0.99992	4	-8.1624	0.83033	0.99826	7	-10.292	0.80576	0.99965
