""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"279"	"Toll-like receptor signaling pathway"	29	-1.8739	0.96312	1	1.8739	0.036884	0.13392	-18.412	0.96311	0.99996	7	-5.5401	0.5596	0.93693	22	-18.015	0.97353	0.99999
"280"	"Toxoplasmosis"	41	-1.1614	0.91939	1	1.1614	0.08061	0.21758	-12.349	0.48909	0.99996	13	-0.75869	0.11272	0.69748	28	-14.427	0.7746	0.99999
"281"	"Transcriptional misregulation in cancer"	23	1.2635	0.37755	1	-1.2635	0.62245	0.81831	-26.03	0.99996	0.99996	14	-13.616	0.94657	0.99293	9	-24.629	0.99999	0.99999
"282"	"Tryptophan metabolism"	21	7.3219	1.5692e-05	0.00028153	-7.3219	0.99998	1	1.3751	0.011174	0.13468	18	3.0792	0.0083583	0.1202	3	-3.9043	0.51246	0.99999
"283"	"Tuberculosis"	54	-1.855	0.97922	1	1.855	0.020783	0.090556	-14.712	0.51941	0.99996	18	-7.0301	0.43431	0.86395	36	-13.048	0.53567	0.99999
"284"	"Type I diabetes mellitus"	5	1.3125	0.28802	1	-1.3125	0.71198	0.88997	-5.9203	0.64303	0.99996	2	-3.0944	0.53405	0.93693	3	-5.1164	0.62208	0.99999
"285"	"Type II diabetes mellitus"	18	0.018511	0.68434	1	-0.018511	0.31566	0.52325	-10.149	0.6486	0.99996	6	-0.25446	0.17785	0.75461	12	-12.25	0.89539	0.99999
"286"	"Tyrosine metabolism"	13	3.0699	0.049183	0.41669	-3.0699	0.95082	1	-0.28712	0.061128	0.38502	6	4.3918	0.027067	0.27721	7	-4.4573	0.39728	0.99999
"287"	"Ubiquinone and other terpenoid-quinone biosynthesis"	6	5.151	0.0015753	0.017795	-5.151	0.99842	1	-1.897	0.25519	0.78688	4	5.8861	0.016454	0.18795	2	-11.61	0.98279	0.99999
"288"	"Ubiquitin mediated proteolysis"	51	-4.5374	0.99993	1	4.5374	7.2571e-05	0.0024593	-18.927	0.8624	0.99996	9	-11.026	0.899	0.99293	42	-15.752	0.67861	0.99999
"289"	"VEGF signaling pathway"	28	-4.075	0.99893	1	4.075	0.0010715	0.01127	-9.4847	0.42851	0.98758	10	-11.114	0.8899	0.99293	18	-3.5455	0.092878	0.76298
"290"	"Valine, leucine and isoleucine degradation"	41	17.231	0	0	-17.231	1	1	11.668	9.6004e-09	3.6602e-07	38	14.322	6.1763e-09	2.293e-07	3	-7.8376	0.82612	0.99999
"291"	"Vascular smooth muscle contraction"	40	-1.9504	0.97542	1	1.9504	0.024576	0.097346	-9.189	0.23094	0.74932	17	-8.1447	0.54313	0.93693	23	-5.1159	0.12214	0.80884
"292"	"Vasopressin-regulated water reabsorption"	22	-2.6374	0.98399	1	2.6374	0.016014	0.07753	-3.057	0.078251	0.44198	6	-2.76	0.35081	0.8629	16	-1.8945	0.054947	0.61798
"293"	"Vibrio cholerae infection"	21	-0.75092	0.8375	1	0.75092	0.1625	0.33488	-6.16	0.28206	0.82721	11	-7.3246	0.62411	0.95161	10	-1.2446	0.092532	0.76298
"294"	"Viral carcinogenesis"	66	-3.3609	0.9991	1	3.3609	0.00089804	0.010145	-17.883	0.67476	0.99996	21	-14.432	0.91444	0.99293	45	-11.798	0.28506	0.91361
"295"	"Viral myocarditis"	25	-4.0316	0.99927	1	4.0316	0.00072743	0.0096464	-2.1918	0.039287	0.32385	7	-3.7583	0.40585	0.86395	18	-0.23929	0.017263	0.46766
"296"	"Vitamin B6 metabolism"	3	0.39351	0.46254	1	-0.39351	0.53746	0.7384	-0.56555	0.26149	0.79755	2	-0.3535	0.2999	0.8629	1	-0.47963	0.34101	0.96714
"297"	"Vitamin digestion and absorption"	5	0.65995	0.44117	1	-0.65995	0.55883	0.75417	-5.2086	0.5792	0.99996	4	-1.7186	0.34475	0.8629	1	-8.2095	0.92345	0.99999
"298"	"Wnt signaling pathway"	37	-4.6827	0.99971	1	4.6827	0.00028542	0.0043526	-11.972	0.50792	0.99996	8	-9.1566	0.78811	0.96722	29	-8.7131	0.2705	0.90413
"299"	"alpha-Linolenic acid metabolism"	4	1.5171	0.22486	1	-1.5171	0.77514	0.9434	-7.5533	0.8027	0.99996	3	-7.8085	0.85673	0.99293	1	-1.5818	0.44134	0.99999
"300"	"beta-Alanine metabolism"	18	5.7083	0.0013776	0.016161	-5.7083	0.99862	1	-0.35641	0.032741	0.30261	12	4.6251	0.0067775	0.10594	6	-7.1582	0.68873	0.99999
"301"	"cAMP signaling pathway"	56	-2.649	0.99524	1	2.649	0.0047642	0.036499	-13.56	0.39846	0.98758	24	-11.532	0.73442	0.96722	32	-7.9513	0.17534	0.85095
"302"	"cGMP-PKG signaling pathway"	56	-0.47342	0.88197	1	0.47342	0.11803	0.2731	-4.3671	0.0090659	0.12578	29	-2.2828	0.043686	0.38533	27	-3.9234	0.037596	0.60762
"303"	"mRNA surveillance pathway"	43	-2.6769	0.99403	1	2.6769	0.0059725	0.04048	-17.404	0.86561	0.99996	15	-10.468	0.78176	0.96722	28	-13.906	0.73561	0.99999
"304"	"mTOR signaling pathway"	59	-3.1717	0.99758	1	3.1717	0.0024172	0.021684	-17.341	0.70997	0.99996	19	-10.522	0.7345	0.96722	40	-13.809	0.54121	0.99999
"305"	"p53 signaling pathway"	11	0.86392	0.40891	1	-0.86392	0.59109	0.79071	-11.819	0.89483	0.99996	4	-2.8342	0.44228	0.86395	7	-12.674	0.95961	0.99999
