""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"280"	"Toxoplasmosis"	41	0.5301	0.54784	1	-0.5301	0.45216	0.66303	-14.012	0.52692	0.99991	20	-8.1963	0.45989	0.99991	21	-11.58	0.61369	0.8574
"281"	"Transcriptional misregulation in cancer"	23	-0.62475	0.80616	1	0.62475	0.19384	0.35832	-25.019	0.99991	0.99991	10	-18.161	0.9956	0.99991	13	-17.35	0.9882	0.99894
"282"	"Tryptophan metabolism"	21	5.6621	4.5207e-05	0.00065658	-5.6621	0.99995	1	0.023832	0.0091856	0.13944	19	-0.59208	0.049045	0.55208	2	1.9021	0.10026	0.54073
"283"	"Tuberculosis"	54	-2.492	0.9939	1	2.492	0.006105	0.03156	-15.671	0.49723	0.97214	15	-6.577	0.4307	0.99991	39	-14.362	0.46886	0.80631
"284"	"Type I diabetes mellitus"	5	1.5576	0.16976	1	-1.5576	0.83024	0.98915	-7.1784	0.72573	0.99991	3	-3.3046	0.49973	0.99991	2	-7.3027	0.8608	0.9829
"285"	"Type II diabetes mellitus"	18	0.63393	0.43547	1	-0.63393	0.56453	0.75518	-13.608	0.86354	0.99991	9	-5.5326	0.48824	0.99991	9	-13.713	0.95675	0.99068
"286"	"Tyrosine metabolism"	13	2.3043	0.089792	0.7207	-2.3043	0.91021	1	0.26175	0.028894	0.3121	8	0.065907	0.1088	0.80137	5	0.33869	0.077566	0.51269
"287"	"Ubiquinone and other terpenoid-quinone biosynthesis"	6	3.3197	0.011255	0.11443	-3.3197	0.98874	1	-3.9306	0.39723	0.91093	5	-0.63435	0.18848	0.99991	1	-8.2095	0.92732	0.9829
"288"	"Ubiquitin mediated proteolysis"	51	-3.0996	0.99844	1	3.0996	0.00156	0.01586	-21.486	0.92945	0.99991	10	-7.0119	0.55149	0.99991	41	-20.501	0.92403	0.9829
"289"	"VEGF signaling pathway"	28	-3.57	0.99903	1	3.57	0.00096572	0.012273	-10.944	0.47438	0.95439	9	-12.116	0.92972	0.99991	19	-4.9468	0.10052	0.54073
"290"	"Valine, leucine and isoleucine degradation"	41	13.503	0	0	-13.503	1	1	7.1456	5.5967e-07	1.8966e-05	39	7.2332	4.2504e-06	0.00012836	2	0.41207	0.18475	0.64065
"291"	"Vascular smooth muscle contraction"	40	-3.4323	0.99887	1	3.4323	0.0011285	0.013768	-9.9954	0.19867	0.73897	11	-9.0078	0.71646	0.99991	29	-6.1913	0.056263	0.46466
"292"	"Vasopressin-regulated water reabsorption"	22	-3.6311	0.9993	1	3.6311	0.00069914	0.0092713	-4.0331	0.077492	0.45452	2	-0.89213	0.3405	0.99991	20	-3.9478	0.056596	0.46466
"293"	"Vibrio cholerae infection"	21	-1.5086	0.9392	1	1.5086	0.060798	0.14601	-7.168	0.2495	0.78983	7	-4.4566	0.42835	0.99991	14	-5.6276	0.24391	0.66099
"294"	"Viral carcinogenesis"	66	-2.7739	0.99689	1	2.7739	0.0031149	0.020133	-18.968	0.66604	0.99991	16	-13.336	0.89034	0.99991	50	-14.249	0.32325	0.6656
"295"	"Viral myocarditis"	25	-3.0495	0.99532	1	3.0495	0.0046809	0.025958	-5.136	0.081329	0.45936	7	-7.8121	0.71209	0.99991	18	-1.1812	0.015907	0.41391
"296"	"Vitamin B6 metabolism"	3	-0.11114	0.60394	1	0.11114	0.39606	0.60703	-1.724	0.32707	0.84807	2	-2.3087	0.45849	0.99991	1	0.27891	0.25525	0.66099
"297"	"Vitamin digestion and absorption"	5	-0.85259	0.78124	1	0.85259	0.21876	0.38792	-4.1422	0.44512	0.92355	1	-1.0486	0.42006	0.99991	4	-4.1068	0.45808	0.80631
"298"	"Wnt signaling pathway"	37	-4.0014	0.99976	1	4.0014	0.00023837	0.0042766	-12.819	0.47858	0.95439	7	-11.88	0.9274	0.99991	30	-8.4974	0.14269	0.58527
"299"	"alpha-Linolenic acid metabolism"	4	0.93718	0.3167	1	-0.93718	0.6833	0.86836	-7.0857	0.74438	0.99991	3	-8.1649	0.86658	0.99991	1	-0.029408	0.28053	0.6656
"300"	"beta-Alanine metabolism"	18	4.6457	0.0011251	0.013199	-4.6457	0.99887	1	-1.0883	0.031557	0.3121	15	-1.6076	0.10123	0.78391	3	0.92897	0.10906	0.56865
"301"	"cAMP signaling pathway"	56	-3.3218	0.99874	1	3.3218	0.001261	0.014416	-15.575	0.47081	0.95439	14	-7.7771	0.5653	0.99991	42	-13.494	0.3473	0.68463
"302"	"cGMP-PKG signaling pathway"	56	-2.585	0.99358	1	2.585	0.006417	0.032529	-6.8245	0.013054	0.18097	19	-3.508	0.15264	0.94545	37	-5.882	0.020041	0.41391
"303"	"mRNA surveillance pathway"	43	-1.7824	0.96942	1	1.7824	0.030578	0.091631	-21.533	0.96767	0.99991	11	-11.808	0.88251	0.99991	32	-18.038	0.89156	0.9829
"304"	"mTOR signaling pathway"	59	-3.3149	0.99939	1	3.3149	0.00060751	0.008728	-18.746	0.73716	0.99991	22	-20.078	0.99274	0.99991	37	-8.1895	0.070307	0.51269
"305"	"p53 signaling pathway"	11	0.92705	0.34376	1	-0.92705	0.65624	0.8481	-12.227	0.90861	0.99991	3	-2.9722	0.46945	0.99991	8	-12.518	0.94233	0.98624
