""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"279"	"Toll-like receptor signaling pathway"	29	-0.68325	0.96603	1	0.68325	0.033966	0.19268	-20.988	0.9058	0.99992	11	-14.522	0.88651	0.96981	18	-15.288	0.75871	0.99997
"280"	"Toxoplasmosis"	41	-1.4345	0.99992	1	1.4345	7.7236e-05	0.0029446	-17.917	0.29676	0.73587	12	-9.306	0.32926	0.7188	29	-15.318	0.38366	0.97855
"281"	"Transcriptional misregulation in cancer"	23	0.29494	0.2582	1	-0.29494	0.7418	0.89285	-26.634	0.99965	0.99992	14	-18.574	0.97515	0.99126	9	-19.412	0.99826	0.99997
"282"	"Tryptophan metabolism"	21	0.27269	0.26185	1	-0.27269	0.73815	0.89285	-8.8016	0.059252	0.36122	12	-5.1542	0.048291	0.53018	9	-7.4931	0.30058	0.87305
"283"	"Tuberculosis"	54	-0.57344	0.95802	1	0.57344	0.041979	0.2099	-22.904	0.50675	0.92867	25	-16.343	0.56797	0.84674	29	-16.08	0.47276	0.99997
"284"	"Type I diabetes mellitus"	5	-0.025825	0.5324	1	0.025825	0.4676	0.73137	-8.6725	0.7125	0.99992	2	-6.3424	0.70901	0.91376	3	-6.0177	0.59718	0.99997
"285"	"Type II diabetes mellitus"	18	-0.46785	0.89921	1	0.46785	0.10079	0.3454	-15.058	0.69346	0.99992	5	-4.7548	0.25298	0.68016	13	-14.77	0.8691	0.99997
"286"	"Tyrosine metabolism"	13	-0.525	0.92845	1	0.525	0.071546	0.2694	-5.5609	0.052565	0.36122	2	-1.2782	0.17655	0.60456	11	-5.5003	0.092869	0.72829
"287"	"Ubiquinone and other terpenoid-quinone biosynthesis"	6	0.25039	0.26539	1	-0.25039	0.73461	0.89285	-8.4527	0.63347	0.99992	4	-5.5547	0.42818	0.7968	2	-6.785	0.76071	0.99997
"288"	"Ubiquitin mediated proteolysis"	51	-0.8353	0.98759	1	0.8353	0.012409	0.096723	-24.824	0.78143	0.99992	19	-21.83	0.99054	0.99721	32	-14.518	0.20683	0.85438
"289"	"VEGF signaling pathway"	28	-0.80378	0.98017	1	0.80378	0.019829	0.12624	-15.239	0.37397	0.78662	8	-7.9512	0.39907	0.78022	20	-13.002	0.44517	0.99997
"290"	"Valine, leucine and isoleucine degradation"	41	1.3179	0.00044023	0.014638	-1.3179	0.99956	1	-9.4713	0.0012396	0.031506	33	-5.7698	0.00028192	0.010537	8	-9.7231	0.6576	0.99997
"291"	"Vascular smooth muscle contraction"	40	-0.57148	0.94923	1	0.57148	0.050769	0.24149	-13.734	0.053545	0.36122	15	-8.4879	0.15227	0.60456	25	-10.797	0.10869	0.7518
"292"	"Vasopressin-regulated water reabsorption"	22	-0.86645	0.99123	1	0.86645	0.0087738	0.078692	-8.2103	0.03487	0.3218	5	-1.6919	0.065423	0.54871	17	-8.4224	0.11605	0.7518
"293"	"Vibrio cholerae infection"	21	-0.58775	0.94252	1	0.58775	0.057484	0.24149	-8.6698	0.054786	0.36122	8	-6.7317	0.2733	0.68162	13	-5.7384	0.06371	0.67806
"294"	"Viral carcinogenesis"	66	-0.39938	0.8747	1	0.39938	0.1253	0.40229	-26.059	0.61836	0.99992	27	-21.576	0.94174	0.98455	39	-15.947	0.19968	0.85438
"295"	"Viral myocarditis"	25	-2.0605	1	1	2.0605	9.0557e-08	1.381e-05	-8.7375	0.030806	0.3218	7	-7.4788	0.39131	0.78022	18	-5.6334	0.019346	0.64522
"296"	"Vitamin B6 metabolism"	3	0.29086	0.22598	1	-0.29086	0.77402	0.89762	-1.4787	0.13879	0.54575	2	-0.95078	0.15287	0.60456	1	-1.2165	0.30176	0.87305
"297"	"Vitamin digestion and absorption"	5	0.27577	0.24122	1	-0.27577	0.75878	0.89674	-5.3735	0.34346	0.74826	3	-1.6369	0.12878	0.60456	2	-6.4914	0.73358	0.99997
"298"	"Wnt signaling pathway"	37	-0.51356	0.91677	1	0.51356	0.08323	0.30585	-17.835	0.4091	0.82088	19	-14.278	0.56921	0.84674	18	-10.901	0.28898	0.86764
"299"	"alpha-Linolenic acid metabolism"	4	0.30591	0.23263	1	-0.30591	0.76737	0.89674	-8.9276	0.79146	0.99992	3	-5.569	0.49908	0.81336	1	-8.2095	0.93611	0.99997
"300"	"beta-Alanine metabolism"	18	0.52163	0.11396	1	-0.52163	0.88604	0.954	-7.7453	0.053399	0.36122	11	-4.0657	0.029598	0.40227	7	-7.3235	0.41478	0.97855
"301"	"cAMP signaling pathway"	56	-0.26381	0.76283	1	0.26381	0.23717	0.53997	-20.97	0.27709	0.72397	29	-13.438	0.16856	0.60456	27	-16.273	0.55419	0.99997
"302"	"cGMP-PKG signaling pathway"	56	-0.31442	0.80068	1	0.31442	0.19932	0.48563	-15.168	0.012623	0.21446	28	-8.5086	0.010039	0.17657	28	-12.942	0.14715	0.84326
"303"	"mRNA surveillance pathway"	43	-0.044815	0.58563	1	0.044815	0.41437	0.68316	-24.028	0.87062	0.99992	23	-18.404	0.83499	0.9597	20	-15.496	0.70963	0.99997
"304"	"mTOR signaling pathway"	59	-1.0677	0.99809	1	1.0677	0.0019112	0.027758	-24.123	0.55623	0.95848	22	-17.05	0.76253	0.9363	37	-17.314	0.3989	0.97855
"305"	"p53 signaling pathway"	11	0.29199	0.27001	1	-0.29199	0.72999	0.89285	-13.279	0.82014	0.99992	5	-4.4963	0.23071	0.66328	6	-13.875	0.97105	0.99997
