Name	symbol	info1	info2	info3	location	category	cluster	degree
ENSP00000360817.1	ZNFX1	zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271]	ENSG00000124201.15	ENSP00000360817.1	PROTEIN	115	0	72
ENSP00000480732.1	MAGT1	magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]	ENSG00000102158.20	ENSP00000480732.1	PROTEIN	115	0	258
ENSP00000287675.5	EXOG	exo/endonuclease G [Source:HGNC Symbol;Acc:HGNC:3347]	ENSG00000157036.13	ENSP00000287675.5	PROTEIN	115	0	111
ENSP00000356348.2	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728]	ENSG00000120265.18	ENSP00000356348.2	PROTEIN	115	0	2046
ENSP00000343552.5	ICMT	isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]	ENSG00000116237.16	ENSP00000343552.5	PROTEIN	115	2	538
ENSP00000360290.4	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9377]	ENSG00000162409.11	ENSP00000360290.4	PROTEIN	115	2	229
ENSP00000373964.4	SMTNL2	smoothelin like 2 [Source:HGNC Symbol;Acc:HGNC:24764]	ENSG00000188176.12	ENSP00000373964.4	PROTEIN	115	0	1738
ENSP00000439243.1	MAP1S	microtubule associated protein 1S [Source:HGNC Symbol;Acc:HGNC:15715]	ENSG00000130479.11	ENSP00000439243.1	PROTEIN	115	0	1244
ENSP00000265447.5	ANXA11	annexin A11 [Source:HGNC Symbol;Acc:HGNC:535]	ENSG00000122359.18	ENSP00000265447.5	PROTEIN	115	2	132
ENSP00000327268.6	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717]	ENSG00000178127.13	ENSP00000327268.6	PROTEIN	115	2	2935
ENSP00000495530.1	ENO1	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]	ENSG00000074800.16	ENSP00000495530.1	PROTEIN	115	2	560
ENSP00000361259.1	PRXL2A	peroxiredoxin like 2A [Source:HGNC Symbol;Acc:HGNC:28651]	ENSG00000122378.14	ENSP00000361259.1	PROTEIN	115	2	1145
ENSP00000271308.4	PSMA5	proteasome 20S subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]	ENSG00000143106.13	ENSP00000271308.4	PROTEIN	115	0	315
ENSP00000345179.3	APOD	apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]	ENSG00000189058.9	ENSP00000345179.3	PROTEIN	115	0	537
ENSP00000419578.1	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699]	ENSG00000065518.8	ENSP00000419578.1	PROTEIN	115	2	3052
ENSP00000265112.3	TARS1	threonyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:11572]	ENSG00000113407.14	ENSP00000265112.3	PROTEIN	115	0	66
ENSP00000325527.5	FBN1	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]	ENSG00000166147.14	ENSP00000325527.5	PROTEIN	115	0	109
ENSP00000324315.6	RRP12	ribosomal RNA processing 12 homolog [Source:HGNC Symbol;Acc:HGNC:29100]	ENSG00000052749.14	ENSP00000324315.6	PROTEIN	115	2	60
ENSP00000376998.2	ME3	malic enzyme 3 [Source:HGNC Symbol;Acc:HGNC:6985]	ENSG00000151376.16	ENSP00000376998.2	PROTEIN	115	2	2554
ENSP00000343690.5	DPYSL3	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]	ENSG00000113657.13	ENSP00000343690.5	PROTEIN	115	2	690
ENSP00000278671.5	LAMTOR1	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]"	ENSG00000149357.10	ENSP00000278671.5	PROTEIN	115	2	443
ENSP00000301522.2	PRDX2	peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353]	ENSG00000167815.12	ENSP00000301522.2	PROTEIN	115	0	236
ENSP00000270142.7	SOD1	superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]	ENSG00000142168.15	ENSP00000270142.7	PROTEIN	115	0	184
ENSP00000377833.4	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]	ENSG00000196975.16	ENSP00000377833.4	PROTEIN	115	0	178
ENSP00000256720.2	LPIN1	lipin 1 [Source:HGNC Symbol;Acc:HGNC:13345]	ENSG00000134324.12	ENSP00000256720.2	PROTEIN	115	2	76
ENSP00000366819.3	UCHL3	ubiquitin C-terminal hydrolase L3 [Source:HGNC Symbol;Acc:HGNC:12515]	ENSG00000118939.18	ENSP00000366819.3	PROTEIN	115	2	822
ENSP00000417290.1	SSR1	signal sequence receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:11323]	ENSG00000124783.14	ENSP00000417290.1	PROTEIN	115	0	1032
ENSP00000299138.7	VPS35	VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]	ENSG00000069329.18	ENSP00000299138.7	PROTEIN	115	0	108
ENSP00000377083.3	ALDH1L1	aldehyde dehydrogenase 1 family member L1 [Source:HGNC Symbol;Acc:HGNC:3978]	ENSG00000144908.14	ENSP00000377083.3	PROTEIN	115	0	106
ENSP00000155674.5	HDHD5	haloacid dehalogenase like hydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:1843]	ENSG00000069998.12	ENSP00000155674.5	PROTEIN	115	2	3053
ENSP00000477837.1	GTF2I	general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]	ENSG00000263001.6	ENSP00000477837.1	PROTEIN	115	0	752
ENSP00000479636.1	PLCD3	phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061]	ENSG00000161714.12	ENSP00000479636.1	PROTEIN	115	2	45
ENSP00000326381.5	EIF4A2	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]	ENSG00000156976.17	ENSP00000326381.5	PROTEIN	115	0	1358
ENSP00000340019.2	HSPD1	heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]	ENSG00000144381.17	ENSP00000340019.2	PROTEIN	115	2	2582
ENSP00000388631.2	PLCD4	phospholipase C delta 4 [Source:HGNC Symbol;Acc:HGNC:9062]	ENSG00000115556.14	ENSP00000388631.2	PROTEIN	115	0	404
ENSP00000362688.1	EIF3I	eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]	ENSG00000084623.11	ENSP00000362688.1	PROTEIN	115	2	199
ENSP00000368646.4	PRDX4	peroxiredoxin 4 [Source:HGNC Symbol;Acc:HGNC:17169]	ENSG00000123131.13	ENSP00000368646.4	PROTEIN	115	0	1399
ENSP00000472224.1	DPP9	dipeptidyl peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]	ENSG00000142002.17	ENSP00000472224.1	PROTEIN	115	2	476
ENSP00000289228.5	ACTR1B	actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168]	ENSG00000115073.8	ENSP00000289228.5	PROTEIN	115	0	112
ENSP00000259038.2	MRPL47	mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]	ENSG00000136522.14	ENSP00000259038.2	PROTEIN	115	2	2084
ENSP00000322016.7	PUF60	poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]	ENSG00000179950.14	ENSP00000322016.7	PROTEIN	115	0	91
ENSP00000234454.5	SPR	sepiapterin reductase [Source:HGNC Symbol;Acc:HGNC:11257]	ENSG00000116096.6	ENSP00000234454.5	PROTEIN	115	2	2300
ENSP00000263125.5	PRKCQ	protein kinase C theta [Source:HGNC Symbol;Acc:HGNC:9410]	ENSG00000065675.15	ENSP00000263125.5	PROTEIN	115	2	64
ENSP00000342333.3	MPST	mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223]	ENSG00000128309.16	ENSP00000342333.3	PROTEIN	115	2	238
ENSP00000342895.3	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]	ENSG00000160194.18	ENSP00000342895.3	PROTEIN	115	2	2293
ENSP00000495967.1	SPG7	"SPG7 matrix AAA peptidase subunit, paraplegin [Source:HGNC Symbol;Acc:HGNC:11237]"	ENSG00000197912.16	ENSP00000495967.1	PROTEIN	115	2	1692
ENSP00000422035.1	MRPL3	mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379]	ENSG00000114686.9	ENSP00000422035.1	PROTEIN	115	2	856
ENSP00000348965.4	DYNC1H1	dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]	ENSG00000197102.12	ENSP00000348965.4	PROTEIN	115	0	414
ENSP00000420927.1	PDK2	pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]	ENSG00000005882.12	ENSP00000420927.1	PROTEIN	115	2	1971
ENSP00000258962.4	SRSF1	serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780]	ENSG00000136450.13	ENSP00000258962.4	PROTEIN	115	2	143
ENSP00000412393.1	RPL32	ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:10336]	ENSG00000144713.13	ENSP00000412393.1	PROTEIN	115	2	238
ENSP00000308610.5	GPD2	glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]	ENSG00000115159.16	ENSP00000308610.5	PROTEIN	115	0	1032
ENSP00000359990.3	LRRC40	leucine rich repeat containing 40 [Source:HGNC Symbol;Acc:HGNC:26004]	ENSG00000066557.6	ENSP00000359990.3	PROTEIN	115	2	103
ENSP00000219313.4	PSMD7	"proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]"	ENSG00000103035.11	ENSP00000219313.4	PROTEIN	115	0	339
ENSP00000344115.3	CDH5	cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]	ENSG00000179776.19	ENSP00000344115.3	PROTEIN	115	2	300
ENSP00000285873.6	GEMIN5	gem nuclear organelle associated protein 5 [Source:HGNC Symbol;Acc:HGNC:20043]	ENSG00000082516.9	ENSP00000285873.6	PROTEIN	115	0	133
ENSP00000292169.2	S100A1	S100 calcium binding protein A1 [Source:HGNC Symbol;Acc:HGNC:10486]	ENSG00000160678.12	ENSP00000292169.2	PROTEIN	115	2	49
ENSP00000420626.1	PDE12	phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]	ENSG00000174840.9	ENSP00000420626.1	PROTEIN	115	2	612
ENSP00000304229.5	HINT1	histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912]	ENSG00000169567.13	ENSP00000304229.5	PROTEIN	115	0	1493
ENSP00000216044.5	GTPBP1	GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]	ENSG00000100226.16	ENSP00000216044.5	PROTEIN	115	0	63
ENSP00000233714.4	LANCL1	LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]	ENSG00000115365.12	ENSP00000233714.4	PROTEIN	115	0	203
ENSP00000358921.4	ACTR1A	actin related protein 1A [Source:HGNC Symbol;Acc:HGNC:167]	ENSG00000138107.13	ENSP00000358921.4	PROTEIN	115	0	559
ENSP00000360939.5	CMPK1	cytidine/uridine monophosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18170]	ENSG00000162368.13	ENSP00000360939.5	PROTEIN	115	0	295
ENSP00000312625.5	HP1BP3	heterochromatin protein 1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24973]	ENSG00000127483.19	ENSP00000312625.5	PROTEIN	115	0	402
ENSP00000403425.1	FGGY	FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610]	ENSG00000172456.18	ENSP00000403425.1	PROTEIN	115	2	93
ENSP00000368831.2	SNX2	sorting nexin 2 [Source:HGNC Symbol;Acc:HGNC:11173]	ENSG00000205302.7	ENSP00000368831.2	PROTEIN	115	0	771
ENSP00000355668.6	OBSCN	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]"	ENSG00000154358.21	ENSP00000355668.6	PROTEIN	115	0	700
ENSP00000352257.4	XRCC6	X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]	ENSG00000196419.13	ENSP00000352257.4	PROTEIN	115	0	228
ENSP00000369644.3	CIAO2A	cytosolic iron-sulfur assembly component 2A [Source:HGNC Symbol;Acc:HGNC:26235]	ENSG00000166797.11	ENSP00000369644.3	PROTEIN	115	0	102
ENSP00000385347.2	TAPT1	transmembrane anterior posterior transformation 1 [Source:HGNC Symbol;Acc:HGNC:26887]	ENSG00000169762.17	ENSP00000385347.2	PROTEIN	115	0	98
ENSP00000275428.4	GGCT	gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]	ENSG00000006625.18	ENSP00000275428.4	PROTEIN	115	2	1475
ENSP00000215909.5	LGALS1	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]	ENSG00000100097.12	ENSP00000215909.5	PROTEIN	115	0	1859
ENSP00000292808.4	ABCF3	ATP binding cassette subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:72]	ENSG00000161204.11	ENSP00000292808.4	PROTEIN	115	2	410
ENSP00000358635.3	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]	ENSG00000135316.18	ENSP00000358635.3	PROTEIN	115	0	1500
ENSP00000308897.7	MRPL11	mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]	ENSG00000174547.13	ENSP00000308897.7	PROTEIN	115	2	2076
ENSP00000226253.4	ALDOC	"aldolase, fructose-bisphosphate C [Source:HGNC Symbol;Acc:HGNC:418]"	ENSG00000109107.14	ENSP00000226253.4	PROTEIN	115	0	1650
ENSP00000216034.4	TOMM22	translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002]	ENSG00000100216.6	ENSP00000216034.4	PROTEIN	115	2	2281
ENSP00000336824.4	SLK	STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]	ENSG00000065613.15	ENSP00000336824.4	PROTEIN	115	1	372
ENSP00000261448.5	CASQ2	calsequestrin 2 [Source:HGNC Symbol;Acc:HGNC:1513]	ENSG00000118729.12	ENSP00000261448.5	PROTEIN	115	2	1973
ENSP00000258198.2	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2966]	ENSG00000135720.13	ENSP00000258198.2	PROTEIN	115	0	157
ENSP00000219400.3	CMC2	C-X9-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447]	ENSG00000103121.9	ENSP00000219400.3	PROTEIN	115	2	2510
ENSP00000411744.1	PPP6C	protein phosphatase 6 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323]	ENSG00000119414.12	ENSP00000411744.1	PROTEIN	115	0	100
ENSP00000469473.1	PLA2G4C	phospholipase A2 group IVC [Source:HGNC Symbol;Acc:HGNC:9037]	ENSG00000105499.14	ENSP00000469473.1	PROTEIN	115	1	301
ENSP00000357721.1	S100A8	S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]	ENSG00000143546.10	ENSP00000357721.1	PROTEIN	115	0	278
ENSP00000316809.7	PITPNA	phosphatidylinositol transfer protein alpha [Source:HGNC Symbol;Acc:HGNC:9001]	ENSG00000174238.15	ENSP00000316809.7	PROTEIN	115	0	309
ENSP00000443334.1	ATP1B4	ATPase Na+/K+ transporting family member beta 4 [Source:HGNC Symbol;Acc:HGNC:808]	ENSG00000101892.12	ENSP00000443334.1	PROTEIN	115	0	83
ENSP00000263702.6	MECR	mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:19691]	ENSG00000116353.16	ENSP00000263702.6	PROTEIN	115	2	1412
ENSP00000362807.4	PEF1	penta-EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30009]	ENSG00000162517.13	ENSP00000362807.4	PROTEIN	115	0	341
ENSP00000301457.1	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7 [Source:HGNC Symbol;Acc:HGNC:7691]	ENSG00000267855.6	ENSP00000301457.1	PROTEIN	115	2	2764
ENSP00000376028.5	NIT1	nitrilase 1 [Source:HGNC Symbol;Acc:HGNC:7828]	ENSG00000158793.14	ENSP00000376028.5	PROTEIN	115	0	58
ENSP00000481398.1	SERPINB6	serpin family B member 6 [Source:HGNC Symbol;Acc:HGNC:8950]	ENSG00000124570.21	ENSP00000481398.1	PROTEIN	115	2	607
ENSP00000259457.3	PSMB7	proteasome 20S subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:9544]	ENSG00000136930.13	ENSP00000259457.3	PROTEIN	115	0	984
ENSP00000448175.1	MYBPC1	myosin binding protein C1 [Source:HGNC Symbol;Acc:HGNC:7549]	ENSG00000196091.15	ENSP00000448175.1	PROTEIN	115	0	1311
ENSP00000300784.7	FN3K	fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]	ENSG00000167363.14	ENSP00000300784.7	PROTEIN	115	2	1621
ENSP00000361917.3	ARMCX1	armadillo repeat containing X-linked 1 [Source:HGNC Symbol;Acc:HGNC:18073]	ENSG00000126947.13	ENSP00000361917.3	PROTEIN	115	2	120
ENSP00000359151.3	DBT	dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698]	ENSG00000137992.14	ENSP00000359151.3	PROTEIN	115	2	2321
ENSP00000215832.7	MAPK1	mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]	ENSG00000100030.15	ENSP00000215832.7	PROTEIN	115	0	540
ENSP00000480150.1	HYOU1	hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931]	ENSG00000149428.19	ENSP00000480150.1	PROTEIN	115	2	653
ENSP00000318861.6	SF3B2	splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769]	ENSG00000087365.16	ENSP00000318861.6	PROTEIN	115	2	290
ENSP00000368612.3	VWA8	von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071]	ENSG00000102763.18	ENSP00000368612.3	PROTEIN	115	2	2351
ENSP00000260985.2	IDH1	isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382]	ENSG00000138413.14	ENSP00000260985.2	PROTEIN	115	2	95
ENSP00000287022.5	UQCRB	ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:HGNC:12582]	ENSG00000156467.10	ENSP00000287022.5	PROTEIN	115	2	2793
ENSP00000297258.6	FABP5	fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]	ENSG00000164687.11	ENSP00000297258.6	PROTEIN	115	2	627
ENSP00000340969.5	TEX264	"testis expressed 264, ER-phagy receptor [Source:HGNC Symbol;Acc:HGNC:30247]"	ENSG00000164081.13	ENSP00000340969.5	PROTEIN	115	2	245
ENSP00000367498.1	LRRC47	leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:HGNC:29207]	ENSG00000130764.10	ENSP00000367498.1	PROTEIN	115	0	657
ENSP00000331260.2	ADSS1	adenylosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:20093]	ENSG00000185100.11	ENSP00000331260.2	PROTEIN	115	0	503
ENSP00000362329.2	PPA1	inorganic pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9226]	ENSG00000180817.12	ENSP00000362329.2	PROTEIN	115	2	583
ENSP00000387059.3	JPT1	Jupiter microtubule associated homolog 1 [Source:HGNC Symbol;Acc:HGNC:14569]	ENSG00000189159.16	ENSP00000387059.3	PROTEIN	115	0	126
ENSP00000349259.4	SPTBN1	"spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]"	ENSG00000115306.16	ENSP00000349259.4	PROTEIN	115	2	203
ENSP00000479032.1	IGKV1-33	immunoglobulin kappa variable 1-33 [Source:HGNC Symbol;Acc:HGNC:5737]	ENSG00000242076.2	ENSP00000479032.1	PROTEIN	115	0	789
ENSP00000321260.3	COX8A	cytochrome c oxidase subunit 8A [Source:HGNC Symbol;Acc:HGNC:2294]	ENSG00000176340.4	ENSP00000321260.3	PROTEIN	115	2	1855
ENSP00000319123.8	ANK1	ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]	ENSG00000029534.21	ENSP00000319123.8	PROTEIN	115	0	151
ENSP00000262507.5	COQ9	coenzyme Q9 [Source:HGNC Symbol;Acc:HGNC:25302]	ENSG00000088682.14	ENSP00000262507.5	PROTEIN	115	2	2696
ENSP00000284719.3	OLA1	Obg like ATPase 1 [Source:HGNC Symbol;Acc:HGNC:28833]	ENSG00000138430.16	ENSP00000284719.3	PROTEIN	115	0	234
ENSP00000363331.3	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:21237]	ENSG00000137288.10	ENSP00000363331.3	PROTEIN	115	2	1338
ENSP00000321539.7	MRPL48	mitochondrial ribosomal protein L48 [Source:HGNC Symbol;Acc:HGNC:16653]	ENSG00000175581.14	ENSP00000321539.7	PROTEIN	115	2	2064
ENSP00000307199.4	AHSP	alpha hemoglobin stabilizing protein [Source:HGNC Symbol;Acc:HGNC:18075]	ENSG00000169877.10	ENSP00000307199.4	PROTEIN	115	0	329
ENSP00000249442.6	MTX2	metaxin 2 [Source:HGNC Symbol;Acc:HGNC:7506]	ENSG00000128654.14	ENSP00000249442.6	PROTEIN	115	2	2860
ENSP00000307870.4	CCS	copper chaperone for superoxide dismutase [Source:HGNC Symbol;Acc:HGNC:1613]	ENSG00000173992.9	ENSP00000307870.4	PROTEIN	115	0	269
ENSP00000445552.1	ACOT13	acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999]	ENSG00000112304.11	ENSP00000445552.1	PROTEIN	115	2	2410
ENSP00000331787.4	METTL7A	methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550]	ENSG00000185432.12	ENSP00000331787.4	PROTEIN	115	0	1510
ENSP00000361636.3	TNNC2	"troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]"	ENSG00000101470.10	ENSP00000361636.3	PROTEIN	115	0	1904
ENSP00000222511.7	GTPBP10	GTP binding protein 10 [Source:HGNC Symbol;Acc:HGNC:25106]	ENSG00000105793.16	ENSP00000222511.7	PROTEIN	115	2	1357
ENSP00000316905.5	SFXN1	sideroflexin 1 [Source:HGNC Symbol;Acc:HGNC:16085]	ENSG00000164466.13	ENSP00000316905.5	PROTEIN	115	2	1752
ENSP00000347776.2	PDLIM7	PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]	ENSG00000196923.14	ENSP00000347776.2	PROTEIN	115	0	534
ENSP00000275603.4	CCT6A	chaperonin containing TCP1 subunit 6A [Source:HGNC Symbol;Acc:HGNC:1620]	ENSG00000146731.11	ENSP00000275603.4	PROTEIN	115	0	101
ENSP00000404291.2	ITGAV	integrin subunit alpha V [Source:HGNC Symbol;Acc:HGNC:6150]	ENSG00000138448.12	ENSP00000404291.2	PROTEIN	115	0	117
ENSP00000344488.4	JPH1	junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]	ENSG00000104369.5	ENSP00000344488.4	PROTEIN	115	0	1776
ENSP00000328287.6	RNF123	ring finger protein 123 [Source:HGNC Symbol;Acc:HGNC:21148]	ENSG00000164068.16	ENSP00000328287.6	PROTEIN	115	2	39
ENSP00000264198.3	MUL1	mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]	ENSG00000090432.7	ENSP00000264198.3	PROTEIN	115	2	1425
ENSP00000467803.1	PLIN3	perilipin 3 [Source:HGNC Symbol;Acc:HGNC:16893]	ENSG00000105355.9	ENSP00000467803.1	PROTEIN	115	2	96
ENSP00000340221.5	KLC4	kinesin light chain 4 [Source:HGNC Symbol;Acc:HGNC:21624]	ENSG00000137171.15	ENSP00000340221.5	PROTEIN	115	0	107
ENSP00000360367.5	MCTS1	MCTS1 re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]	ENSG00000232119.8	ENSP00000360367.5	PROTEIN	115	2	857
ENSP00000348786.1	RAP1A	"RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]"	ENSG00000116473.14	ENSP00000348786.1	PROTEIN	115	2	223
ENSP00000338788.6	ZC3H15	zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]	ENSG00000065548.18	ENSP00000338788.6	PROTEIN	115	2	174
ENSP00000341459.8	ATXN2L	ataxin 2 like [Source:HGNC Symbol;Acc:HGNC:31326]	ENSG00000168488.18	ENSP00000341459.8	PROTEIN	115	2	211
ENSP00000370589.3	NOP56	NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]	ENSG00000101361.17	ENSP00000370589.3	PROTEIN	115	0	195
ENSP00000237889.4	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]	ENSG00000119013.9	ENSP00000237889.4	PROTEIN	115	2	2567
ENSP00000303351.3	ITGB1	integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]	ENSG00000150093.19	ENSP00000303351.3	PROTEIN	115	2	209
ENSP00000338082.4	HBG2	hemoglobin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4832]	ENSG00000196565.15	ENSP00000338082.4	PROTEIN	115	0	244
ENSP00000499171.2	TSFM	"Ts translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12367]"	ENSG00000123297.20	ENSP00000499171.2	PROTEIN	115	2	1134
ENSP00000356224.5	SYNE1	spectrin repeat containing nuclear envelope protein 1 [Source:HGNC Symbol;Acc:HGNC:17089]	ENSG00000131018.24	ENSP00000356224.5	PROTEIN	115	0	884
ENSP00000373876.3	PDPK1	3-phosphoinositide dependent protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:8816]	ENSG00000140992.19	ENSP00000373876.3	PROTEIN	115	2	62
ENSP00000440913.1	MCU	mitochondrial calcium uniporter [Source:HGNC Symbol;Acc:HGNC:23526]	ENSG00000156026.14	ENSP00000440913.1	PROTEIN	115	2	1246
ENSP00000367992.3	ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]	ENSG00000139684.15	ENSP00000367992.3	PROTEIN	115	0	600
ENSP00000465585.1	LONP1	"lon peptidase 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:9479]"	ENSG00000196365.12	ENSP00000465585.1	PROTEIN	115	2	1695
ENSP00000264409.4	GPAT3	glycerol-3-phosphate acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28157]	ENSG00000138678.11	ENSP00000264409.4	PROTEIN	115	0	53
ENSP00000400175.1	RHOA	ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]	ENSG00000067560.12	ENSP00000400175.1	PROTEIN	115	2	197
ENSP00000423689.1	C1QB	complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242]	ENSG00000173369.17	ENSP00000423689.1	PROTEIN	115	0	344
ENSP00000224949.4	PITRM1	pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663]	ENSG00000107959.16	ENSP00000224949.4	PROTEIN	115	2	77
